team,game,season,starting_minute,end_minute,0,1,2,3,4
SAC,201511070SAC,2016,28,31,James Anderson,Kosta Koufos,Marco Belinelli,Rajon Rondo,Rudy Gay
SAC,201511070SAC,2016,32,32,Ben McLemore,James Anderson,Marco Belinelli,Omri Casspi,Rudy Gay
SAC,201511070SAC,2016,33,39,Ben McLemore,Marco Belinelli,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201511070SAC,2016,40,44,Marco Belinelli,Omri Casspi,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201511070SAC,2016,45,47,Kosta Koufos,Marco Belinelli,Omri Casspi,Rajon Rondo,Rudy Gay
GSW,201511090GSW,2016,0,6,Draymond Green,Festus Ezeli,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511090GSW,2016,7,7,Andre Iguodala,Draymond Green,Festus Ezeli,Klay Thompson,Stephen Curry
GSW,201511090GSW,2016,8,9,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Stephen Curry
GSW,201511090GSW,2016,10,12,Andre Iguodala,Andrew Bogut,Harrison Barnes,Shaun Livingston,Stephen Curry
GSW,201511090GSW,2016,13,15,Andre Iguodala,Andrew Bogut,Harrison Barnes,Leandro Barbosa,Shaun Livingston
GSW,201511090GSW,2016,16,19,Draymond Green,Klay Thompson,Leandro Barbosa,Marreese Speights,Stephen Curry
GSW,201511090GSW,2016,20,23,Andre Iguodala,Draymond Green,Festus Ezeli,Klay Thompson,Stephen Curry
GSW,201511090GSW,2016,24,24,Andre Iguodala,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511090GSW,2016,25,31,Draymond Green,Festus Ezeli,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511090GSW,2016,32,32,Andre Iguodala,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511090GSW,2016,33,35,Andre Iguodala,Andrew Bogut,Draymond Green,Shaun Livingston,Stephen Curry
GSW,201511090GSW,2016,36,36,Andre Iguodala,Andrew Bogut,James Michael McAdoo,Shaun Livingston,Stephen Curry
GSW,201511090GSW,2016,37,41,Andre Iguodala,Andrew Bogut,Harrison Barnes,Leandro Barbosa,Shaun Livingston
GSW,201511090GSW,2016,42,43,Andrew Bogut,Harrison Barnes,Klay Thompson,Leandro Barbosa,Shaun Livingston
GSW,201511090GSW,2016,44,47,Andre Iguodala,Draymond Green,Festus Ezeli,Klay Thompson,Stephen Curry
DET,201511090GSW,2016,0,7,Andre Drummond,Ersan Ilyasova,Kentavious Caldwell-Pope,Marcus Morris,Reggie Jackson
DET,201511090GSW,2016,8,9,Andre Drummond,Ersan Ilyasova,Kentavious Caldwell-Pope,Reggie Jackson,Stanley Johnson
DET,201511090GSW,2016,10,10,Andre Drummond,Anthony Tolliver,Kentavious Caldwell-Pope,Reggie Jackson,Stanley Johnson
DET,201511090GSW,2016,11,12,Andre Drummond,Anthony Tolliver,Marcus Morris,Stanley Johnson,Steve Blake
DET,201511090GSW,2016,13,15,Anthony Tolliver,Aron Baynes,Marcus Morris,Stanley Johnson,Steve Blake
DET,201511090GSW,2016,16,18,Anthony Tolliver,Aron Baynes,Kentavious Caldwell-Pope,Marcus Morris,Steve Blake
DET,201511090GSW,2016,19,19,Aron Baynes,Kentavious Caldwell-Pope,Marcus Morris,Stanley Johnson,Steve Blake
DET,201511090GSW,2016,20,22,Andre Drummond,Kentavious Caldwell-Pope,Marcus Morris,Reggie Jackson,Stanley Johnson
DET,201511090GSW,2016,23,23,Aron Baynes,Kentavious Caldwell-Pope,Marcus Morris,Reggie Jackson,Stanley Johnson
DET,201511090GSW,2016,24,24,Ersan Ilyasova,Kentavious Caldwell-Pope,Reggie Bullock,Reggie Jackson,Stanley Johnson
DET,201511090GSW,2016,25,31,Andre Drummond,Ersan Ilyasova,Kentavious Caldwell-Pope,Marcus Morris,Reggie Jackson
DET,201511090GSW,2016,32,35,Andre Drummond,Kentavious Caldwell-Pope,Marcus Morris,Reggie Jackson,Stanley Johnson
DET,201511090GSW,2016,36,36,Andre Drummond,Anthony Tolliver,Kentavious Caldwell-Pope,Reggie Jackson,Stanley Johnson
DET,201511090GSW,2016,37,41,Anthony Tolliver,Aron Baynes,Marcus Morris,Stanley Johnson,Steve Blake
DET,201511090GSW,2016,42,43,Andre Drummond,Kentavious Caldwell-Pope,Marcus Morris,Reggie Jackson,Stanley Johnson
DET,201511090GSW,2016,44,47,Andre Drummond,Kentavious Caldwell-Pope,Marcus Morris,Stanley Johnson,Steve Blake
GSW,201511110MEM,2016,0,7,Draymond Green,Festus Ezeli,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511110MEM,2016,8,9,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Stephen Curry
GSW,201511110MEM,2016,10,12,Andre Iguodala,Andrew Bogut,Harrison Barnes,Shaun Livingston,Stephen Curry
GSW,201511110MEM,2016,13,15,Andre Iguodala,Andrew Bogut,Harrison Barnes,Leandro Barbosa,Shaun Livingston
GSW,201511110MEM,2016,16,17,Andre Iguodala,Harrison Barnes,Leandro Barbosa,Marreese Speights,Shaun Livingston
GSW,201511110MEM,2016,18,18,Draymond Green,Klay Thompson,Leandro Barbosa,Marreese Speights,Shaun Livingston
GSW,201511110MEM,2016,19,20,Draymond Green,Klay Thompson,Marreese Speights,Shaun Livingston,Stephen Curry
GSW,201511110MEM,2016,21,21,Andre Iguodala,Draymond Green,Festus Ezeli,Klay Thompson,Stephen Curry
GSW,201511110MEM,2016,22,23,Andre Iguodala,Draymond Green,James Michael McAdoo,Klay Thompson,Stephen Curry
GSW,201511110MEM,2016,24,24,Harrison Barnes,James Michael McAdoo,Jason Thompson,Klay Thompson,Stephen Curry
GSW,201511110MEM,2016,25,27,Draymond Green,Festus Ezeli,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511110MEM,2016,28,30,Andrew Bogut,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511110MEM,2016,31,31,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Stephen Curry
GSW,201511110MEM,2016,32,32,Andre Iguodala,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511110MEM,2016,33,34,Andre Iguodala,Harrison Barnes,Klay Thompson,Shaun Livingston,Stephen Curry
GSW,201511110MEM,2016,35,36,Andre Iguodala,Harrison Barnes,Leandro Barbosa,Shaun Livingston,Stephen Curry
GSW,201511110MEM,2016,37,39,Andre Iguodala,Andrew Bogut,Harrison Barnes,Leandro Barbosa,Shaun Livingston
GSW,201511110MEM,2016,40,41,Draymond Green,Festus Ezeli,Klay Thompson,Leandro Barbosa,Shaun Livingston
GSW,201511110MEM,2016,42,43,Draymond Green,Festus Ezeli,Klay Thompson,Shaun Livingston,Stephen Curry
GSW,201511110MEM,2016,44,46,Andre Iguodala,Festus Ezeli,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511110MEM,2016,47,47,Andre Iguodala,Festus Ezeli,Ian Clark,James Michael McAdoo,Klay Thompson
MEM,201511110MEM,2016,0,4,Courtney Lee,Marc Gasol,Mike Conley,Tony Allen,Zach Randolph
MEM,201511110MEM,2016,5,7,Courtney Lee,Marc Gasol,Matt Barnes,Mike Conley,Zach Randolph
MEM,201511110MEM,2016,8,8,Courtney Lee,JaMychal Green,Marc Gasol,Matt Barnes,Mike Conley
MEM,201511110MEM,2016,9,10,JaMychal Green,Jeff Green,Marc Gasol,Matt Barnes,Mike Conley
MEM,201511110MEM,2016,11,12,JaMychal Green,Jeff Green,Marc Gasol,Matt Barnes,Russ Smith
MEM,201511110MEM,2016,13,15,JaMychal Green,Jeff Green,Matt Barnes,Russ Smith,Zach Randolph
MEM,201511110MEM,2016,16,17,Jeff Green,Marc Gasol,Matt Barnes,Mike Conley,Zach Randolph
MEM,201511110MEM,2016,18,20,Courtney Lee,Marc Gasol,Mike Conley,Tony Allen,Zach Randolph
MEM,201511110MEM,2016,21,21,Courtney Lee,JaMychal Green,Marc Gasol,Russ Smith,Tony Allen
MEM,201511110MEM,2016,22,22,Courtney Lee,JaMychal Green,Marc Gasol,Mike Conley,Tony Allen
MEM,201511110MEM,2016,23,24,Courtney Lee,JaMychal Green,Jeff Green,Marc Gasol,Tony Allen
MEM,201511110MEM,2016,25,29,Courtney Lee,Marc Gasol,Mike Conley,Tony Allen,Zach Randolph
MEM,201511110MEM,2016,30,30,Courtney Lee,Marc Gasol,Matt Barnes,Mike Conley,Zach Randolph
MEM,201511110MEM,2016,31,31,Courtney Lee,Marc Gasol,Matt Barnes,Russ Smith,Zach Randolph
MEM,201511110MEM,2016,32,34,Courtney Lee,JaMychal Green,Matt Barnes,Russ Smith,Zach Randolph
MEM,201511110MEM,2016,35,36,JaMychal Green,Jeff Green,Matt Barnes,Russ Smith,Zach Randolph
MEM,201511110MEM,2016,37,39,JaMychal Green,Jeff Green,Marc Gasol,Matt Barnes,Mike Conley
MEM,201511110MEM,2016,40,41,JaMychal Green,Marc Gasol,Matt Barnes,Mike Conley,Tony Allen
MEM,201511110MEM,2016,42,45,Courtney Lee,Marc Gasol,Mike Conley,Tony Allen,Zach Randolph
MEM,201511110MEM,2016,46,46,Courtney Lee,JaMychal Green,Marc Gasol,Mike Conley,Tony Allen
MEM,201511110MEM,2016,47,47,Courtney Lee,JaMychal Green,Jeff Green,Marc Gasol,Russ Smith
GSW,201511120MIN,2016,0,7,Draymond Green,Festus Ezeli,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511120MIN,2016,8,9,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Stephen Curry
GSW,201511120MIN,2016,10,12,Andre Iguodala,Andrew Bogut,Harrison Barnes,Shaun Livingston,Stephen Curry
GSW,201511120MIN,2016,13,16,Andre Iguodala,Andrew Bogut,Harrison Barnes,Ian Clark,Shaun Livingston
GSW,201511120MIN,2016,17,17,Andre Iguodala,Harrison Barnes,James Michael McAdoo,Klay Thompson,Shaun Livingston
GSW,201511120MIN,2016,18,18,Draymond Green,James Michael McAdoo,Klay Thompson,Shaun Livingston,Stephen Curry
GSW,201511120MIN,2016,19,22,Andre Iguodala,Draymond Green,Festus Ezeli,Klay Thompson,Stephen Curry
GSW,201511120MIN,2016,23,24,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Stephen Curry
GSW,201511120MIN,2016,25,26,Draymond Green,Festus Ezeli,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511120MIN,2016,27,30,Andrew Bogut,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511120MIN,2016,31,32,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Stephen Curry
GSW,201511120MIN,2016,33,34,Andre Iguodala,Andrew Bogut,Draymond Green,Shaun Livingston,Stephen Curry
GSW,201511120MIN,2016,35,36,Andre Iguodala,Andrew Bogut,Harrison Barnes,Shaun Livingston,Stephen Curry
GSW,201511120MIN,2016,37,39,Andre Iguodala,Festus Ezeli,Harrison Barnes,Klay Thompson,Shaun Livingston
GSW,201511120MIN,2016,40,41,Andre Iguodala,Draymond Green,Harrison Barnes,Klay Thompson,Shaun Livingston
GSW,201511120MIN,2016,42,45,Draymond Green,Harrison Barnes,Klay Thompson,Shaun Livingston,Stephen Curry
GSW,201511120MIN,2016,46,47,Andre Iguodala,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry
MIN,201511120MIN,2016,0,5,Andrew Wiggins,Karl-Anthony Towns,Kevin Garnett,Tayshaun Prince,Zach LaVine
MIN,201511120MIN,2016,6,7,Andrew Wiggins,Karl-Anthony Towns,Nemanja Bjelica,Tayshaun Prince,Zach LaVine
MIN,201511120MIN,2016,8,9,Andrew Wiggins,Karl-Anthony Towns,Kevin Martin,Nemanja Bjelica,Zach LaVine
MIN,201511120MIN,2016,10,10,Andre Miller,Andrew Wiggins,Karl-Anthony Towns,Kevin Martin,Nemanja Bjelica
MIN,201511120MIN,2016,11,11,Andre Miller,Andrew Wiggins,Gorgui Dieng,Kevin Martin,Nemanja Bjelica
MIN,201511120MIN,2016,12,17,Andre Miller,Gorgui Dieng,Kevin Martin,Nemanja Bjelica,Shabazz Muhammad
MIN,201511120MIN,2016,18,18,Gorgui Dieng,Kevin Martin,Nemanja Bjelica,Shabazz Muhammad,Zach LaVine
MIN,201511120MIN,2016,19,20,Andrew Wiggins,Karl-Anthony Towns,Kevin Martin,Nemanja Bjelica,Zach LaVine
MIN,201511120MIN,2016,21,24,Andrew Wiggins,Karl-Anthony Towns,Nemanja Bjelica,Shabazz Muhammad,Zach LaVine
MIN,201511120MIN,2016,25,30,Andrew Wiggins,Karl-Anthony Towns,Kevin Garnett,Tayshaun Prince,Zach LaVine
MIN,201511120MIN,2016,31,31,Andre Miller,Andrew Wiggins,Karl-Anthony Towns,Nemanja Bjelica,Tayshaun Prince
MIN,201511120MIN,2016,32,32,Andre Miller,Andrew Wiggins,Karl-Anthony Towns,Kevin Martin,Nemanja Bjelica
MIN,201511120MIN,2016,33,34,Andre Miller,Andrew Wiggins,Gorgui Dieng,Kevin Martin,Nemanja Bjelica
MIN,201511120MIN,2016,35,39,Andre Miller,Gorgui Dieng,Kevin Martin,Nemanja Bjelica,Shabazz Muhammad
MIN,201511120MIN,2016,40,41,Andre Miller,Andrew Wiggins,Gorgui Dieng,Kevin Martin,Shabazz Muhammad
MIN,201511120MIN,2016,42,42,Andre Miller,Andrew Wiggins,Gorgui Dieng,Kevin Martin,Nemanja Bjelica
MIN,201511120MIN,2016,43,44,Andre Miller,Andrew Wiggins,Karl-Anthony Towns,Kevin Martin,Nemanja Bjelica
MIN,201511120MIN,2016,45,47,Andrew Wiggins,Karl-Anthony Towns,Kevin Martin,Nemanja Bjelica,Zach LaVine
GSW,201511140GSW,2016,0,6,Brandon Rush,Draymond Green,Festus Ezeli,Harrison Barnes,Stephen Curry
GSW,201511140GSW,2016,7,9,Andre Iguodala,Andrew Bogut,Brandon Rush,Draymond Green,Stephen Curry
GSW,201511140GSW,2016,10,12,Andre Iguodala,Andrew Bogut,Draymond Green,Shaun Livingston,Stephen Curry
GSW,201511140GSW,2016,13,18,Andre Iguodala,Andrew Bogut,Harrison Barnes,Ian Clark,Shaun Livingston
GSW,201511140GSW,2016,19,19,Draymond Green,Festus Ezeli,Harrison Barnes,Shaun Livingston,Stephen Curry
GSW,201511140GSW,2016,20,20,Brandon Rush,Draymond Green,Festus Ezeli,Harrison Barnes,Stephen Curry
GSW,201511140GSW,2016,21,24,Andre Iguodala,Brandon Rush,Draymond Green,Festus Ezeli,Stephen Curry
GSW,201511140GSW,2016,25,30,Brandon Rush,Draymond Green,Festus Ezeli,Harrison Barnes,Stephen Curry
GSW,201511140GSW,2016,31,31,Andrew Bogut,Brandon Rush,Draymond Green,Harrison Barnes,Stephen Curry
GSW,201511140GSW,2016,32,33,Andre Iguodala,Andrew Bogut,Draymond Green,Harrison Barnes,Stephen Curry
GSW,201511140GSW,2016,34,36,Andre Iguodala,Andrew Bogut,Draymond Green,Shaun Livingston,Stephen Curry
GSW,201511140GSW,2016,37,39,Andre Iguodala,Andrew Bogut,Harrison Barnes,Ian Clark,Shaun Livingston
GSW,201511140GSW,2016,40,41,Andre Iguodala,Andrew Bogut,Harrison Barnes,Shaun Livingston,Stephen Curry
GSW,201511140GSW,2016,42,43,Andre Iguodala,Andrew Bogut,Draymond Green,Shaun Livingston,Stephen Curry
GSW,201511140GSW,2016,44,45,Andre Iguodala,Draymond Green,Harrison Barnes,Shaun Livingston,Stephen Curry
GSW,201511140GSW,2016,46,47,Andre Iguodala,Andrew Bogut,Draymond Green,Shaun Livingston,Stephen Curry
BRK,201511140GSW,2016,0,9,Brook Lopez,Jarrett Jack,Joe Johnson,Rondae Hollis-Jefferson,Thaddeus Young
BRK,201511140GSW,2016,10,10,Bojan Bogdanovic,Brook Lopez,Jarrett Jack,Rondae Hollis-Jefferson,Thaddeus Young
BRK,201511140GSW,2016,11,12,Andrea Bargnani,Bojan Bogdanovic,Jarrett Jack,Rondae Hollis-Jefferson,Thaddeus Young
BRK,201511140GSW,2016,13,14,Andrea Bargnani,Bojan Bogdanovic,Shane Larkin,Thaddeus Young,Wayne Ellington
BRK,201511140GSW,2016,15,15,Andrea Bargnani,Bojan Bogdanovic,Joe Johnson,Shane Larkin,Wayne Ellington
BRK,201511140GSW,2016,16,18,Bojan Bogdanovic,Brook Lopez,Joe Johnson,Shane Larkin,Wayne Ellington
BRK,201511140GSW,2016,19,22,Brook Lopez,Jarrett Jack,Joe Johnson,Rondae Hollis-Jefferson,Thaddeus Young
BRK,201511140GSW,2016,23,24,Bojan Bogdanovic,Brook Lopez,Jarrett Jack,Joe Johnson,Thaddeus Young
BRK,201511140GSW,2016,25,30,Brook Lopez,Jarrett Jack,Joe Johnson,Rondae Hollis-Jefferson,Thaddeus Young
BRK,201511140GSW,2016,31,31,Bojan Bogdanovic,Brook Lopez,Jarrett Jack,Rondae Hollis-Jefferson,Thaddeus Young
BRK,201511140GSW,2016,32,33,Andrea Bargnani,Bojan Bogdanovic,Jarrett Jack,Rondae Hollis-Jefferson,Thaddeus Young
BRK,201511140GSW,2016,34,36,Bojan Bogdanovic,Brook Lopez,Jarrett Jack,Joe Johnson,Rondae Hollis-Jefferson
BRK,201511140GSW,2016,37,39,Bojan Bogdanovic,Brook Lopez,Joe Johnson,Shane Larkin,Wayne Ellington
BRK,201511140GSW,2016,40,41,Bojan Bogdanovic,Brook Lopez,Jarrett Jack,Shane Larkin,Wayne Ellington
BRK,201511140GSW,2016,42,42,Bojan Bogdanovic,Brook Lopez,Jarrett Jack,Thaddeus Young,Wayne Ellington
BRK,201511140GSW,2016,43,45,Bojan Bogdanovic,Jarrett Jack,Joe Johnson,Rondae Hollis-Jefferson,Thaddeus Young
BRK,201511140GSW,2016,46,47,Bojan Bogdanovic,Brook Lopez,Jarrett Jack,Joe Johnson,Thaddeus Young
GSW,201511170GSW,2016,0,4,Andrew Bogut,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511170GSW,2016,5,6,Draymond Green,Festus Ezeli,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511170GSW,2016,7,9,Andre Iguodala,Draymond Green,Festus Ezeli,Klay Thompson,Stephen Curry
GSW,201511170GSW,2016,10,12,Andre Iguodala,Festus Ezeli,Harrison Barnes,Leandro Barbosa,Stephen Curry
GSW,201511170GSW,2016,13,16,Andre Iguodala,Andrew Bogut,Harrison Barnes,Ian Clark,Leandro Barbosa
GSW,201511170GSW,2016,17,17,Andre Iguodala,Andrew Bogut,Harrison Barnes,Klay Thompson,Leandro Barbosa
GSW,201511170GSW,2016,18,20,Draymond Green,Festus Ezeli,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511170GSW,2016,21,24,Andre Iguodala,Draymond Green,Festus Ezeli,Klay Thompson,Stephen Curry
GSW,201511170GSW,2016,25,28,Andrew Bogut,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511170GSW,2016,29,30,Draymond Green,Festus Ezeli,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511170GSW,2016,31,33,Andre Iguodala,Draymond Green,Festus Ezeli,Klay Thompson,Stephen Curry
GSW,201511170GSW,2016,34,35,Andre Iguodala,Draymond Green,Festus Ezeli,Leandro Barbosa,Stephen Curry
GSW,201511170GSW,2016,36,37,Andre Iguodala,Harrison Barnes,Leandro Barbosa,Marreese Speights,Stephen Curry
GSW,201511170GSW,2016,38,40,Andre Iguodala,Harrison Barnes,Ian Clark,Leandro Barbosa,Marreese Speights
GSW,201511170GSW,2016,41,41,Andre Iguodala,Draymond Green,Harrison Barnes,Klay Thompson,Leandro Barbosa
GSW,201511170GSW,2016,42,45,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Stephen Curry
GSW,201511170GSW,2016,46,47,Andre Iguodala,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry
TOR,201511170GSW,2016,0,7,DeMar DeRozan,DeMarre Carroll,Jonas Valanciunas,Kyle Lowry,Luis Scola
TOR,201511170GSW,2016,8,9,DeMar DeRozan,DeMarre Carroll,Jonas Valanciunas,Kyle Lowry,Patrick Patterson
TOR,201511170GSW,2016,10,10,Bismack Biyombo,Cory Joseph,DeMar DeRozan,Kyle Lowry,Patrick Patterson
TOR,201511170GSW,2016,11,12,Bismack Biyombo,Cory Joseph,DeMar DeRozan,James Johnson,Patrick Patterson
TOR,201511170GSW,2016,13,16,Bismack Biyombo,Cory Joseph,DeMarre Carroll,James Johnson,Patrick Patterson
TOR,201511170GSW,2016,17,19,Cory Joseph,DeMarre Carroll,Jonas Valanciunas,Kyle Lowry,Patrick Patterson
TOR,201511170GSW,2016,20,23,DeMar DeRozan,DeMarre Carroll,Jonas Valanciunas,Kyle Lowry,Luis Scola
TOR,201511170GSW,2016,24,24,Cory Joseph,DeMar DeRozan,DeMarre Carroll,Jonas Valanciunas,Kyle Lowry
TOR,201511170GSW,2016,25,30,DeMar DeRozan,DeMarre Carroll,Jonas Valanciunas,Kyle Lowry,Luis Scola
TOR,201511170GSW,2016,31,33,Cory Joseph,DeMar DeRozan,Jonas Valanciunas,Kyle Lowry,Patrick Patterson
TOR,201511170GSW,2016,34,36,Cory Joseph,DeMar DeRozan,James Johnson,Luis Scola,Patrick Patterson
TOR,201511170GSW,2016,37,39,Cory Joseph,DeMarre Carroll,Kyle Lowry,Luis Scola,Patrick Patterson
TOR,201511170GSW,2016,40,41,Cory Joseph,DeMar DeRozan,DeMarre Carroll,Kyle Lowry,Luis Scola
TOR,201511170GSW,2016,42,45,Cory Joseph,DeMar DeRozan,DeMarre Carroll,Jonas Valanciunas,Kyle Lowry
TOR,201511170GSW,2016,46,47,Cory Joseph,DeMar DeRozan,DeMarre Carroll,Kyle Lowry,Luis Scola
GSW,201511190LAC,2016,0,4,Andrew Bogut,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511190LAC,2016,5,5,Andre Iguodala,Andrew Bogut,Draymond Green,Harrison Barnes,Klay Thompson
GSW,201511190LAC,2016,6,8,Andre Iguodala,Andrew Bogut,Harrison Barnes,Klay Thompson,Marreese Speights
GSW,201511190LAC,2016,9,10,Andre Iguodala,Festus Ezeli,Harrison Barnes,Klay Thompson,Marreese Speights
GSW,201511190LAC,2016,11,12,Andre Iguodala,Brandon Rush,Festus Ezeli,Klay Thompson,Marreese Speights
GSW,201511190LAC,2016,13,16,Andre Iguodala,Brandon Rush,Draymond Green,Festus Ezeli,Stephen Curry
GSW,201511190LAC,2016,17,18,Draymond Green,Festus Ezeli,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511190LAC,2016,19,20,Andrew Bogut,Harrison Barnes,Jason Thompson,Klay Thompson,Stephen Curry
GSW,201511190LAC,2016,21,21,Andre Iguodala,Andrew Bogut,Jason Thompson,Klay Thompson,Stephen Curry
GSW,201511190LAC,2016,22,23,Andre Iguodala,Andrew Bogut,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511190LAC,2016,24,24,Andre Iguodala,Harrison Barnes,James Michael McAdoo,Klay Thompson,Stephen Curry
GSW,201511190LAC,2016,25,31,Andrew Bogut,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511190LAC,2016,32,34,Andre Iguodala,Draymond Green,Festus Ezeli,Klay Thompson,Stephen Curry
GSW,201511190LAC,2016,35,36,Andre Iguodala,Draymond Green,Festus Ezeli,Ian Clark,Stephen Curry
GSW,201511190LAC,2016,37,39,Andre Iguodala,Festus Ezeli,Harrison Barnes,Ian Clark,Marreese Speights
GSW,201511190LAC,2016,40,41,Festus Ezeli,Harrison Barnes,Klay Thompson,Marreese Speights,Stephen Curry
GSW,201511190LAC,2016,42,42,Andre Iguodala,Draymond Green,Festus Ezeli,Klay Thompson,Stephen Curry
GSW,201511190LAC,2016,43,47,Andre Iguodala,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry
LAC,201511190LAC,2016,0,6,Blake Griffin,Chris Paul,DeAndre Jordan,Jamal Crawford,Paul Pierce
LAC,201511190LAC,2016,7,8,Austin Rivers,Blake Griffin,Chris Paul,DeAndre Jordan,Paul Pierce
LAC,201511190LAC,2016,9,9,Austin Rivers,Blake Griffin,DeAndre Jordan,Jamal Crawford,Paul Pierce
LAC,201511190LAC,2016,10,12,Austin Rivers,Blake Griffin,Jamal Crawford,Josh Smith,Wesley Johnson
LAC,201511190LAC,2016,13,16,Austin Rivers,DeAndre Jordan,Jamal Crawford,Josh Smith,Wesley Johnson
LAC,201511190LAC,2016,17,19,Chris Paul,DeAndre Jordan,Jamal Crawford,Josh Smith,Paul Pierce
LAC,201511190LAC,2016,20,21,Austin Rivers,Blake Griffin,Chris Paul,DeAndre Jordan,Paul Pierce
LAC,201511190LAC,2016,22,22,Austin Rivers,Blake Griffin,Chris Paul,DeAndre Jordan,Wesley Johnson
LAC,201511190LAC,2016,23,23,Blake Griffin,Chris Paul,DeAndre Jordan,Jamal Crawford,Wesley Johnson
LAC,201511190LAC,2016,24,24,Austin Rivers,Blake Griffin,Chris Paul,Jamal Crawford,Wesley Johnson
LAC,201511190LAC,2016,25,28,Blake Griffin,Chris Paul,DeAndre Jordan,Jamal Crawford,Paul Pierce
LAC,201511190LAC,2016,29,31,Austin Rivers,Blake Griffin,Chris Paul,DeAndre Jordan,Paul Pierce
LAC,201511190LAC,2016,32,36,Austin Rivers,Blake Griffin,Jamal Crawford,Josh Smith,Wesley Johnson
LAC,201511190LAC,2016,37,39,Austin Rivers,DeAndre Jordan,Jamal Crawford,Josh Smith,Paul Pierce
LAC,201511190LAC,2016,40,40,Chris Paul,DeAndre Jordan,Jamal Crawford,Josh Smith,Paul Pierce
LAC,201511190LAC,2016,41,47,Blake Griffin,Chris Paul,DeAndre Jordan,Jamal Crawford,Paul Pierce
GSW,201511200GSW,2016,0,6,Andrew Bogut,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry
GSW,201511200GSW,2016,7,8,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Stephen Curry
GSW,201511200GSW,2016,9,9,Andre Iguodala,Draymond Green,Festus Ezeli,Klay Thompson,Stephen Curry
GSW,201511200GSW,2016,10,12,Andre Iguodala,Draymond Green,Festus Ezeli,Shaun Livingston,Stephen Curry
GSW,201511200GSW,2016,13,16,Andre Iguodala,Festus Ezeli,Harrison Barnes,Leandro Barbosa,Shaun Livingston
GSW,201511200GSW,2016,17,17,Andre Iguodala,Festus Ezeli,Harrison Barnes,Ian Clark,Leandro Barbosa
GSW,201511200GSW,2016,18,18,Andre Iguodala,Andrew Bogut,Harrison Barnes,Ian Clark,Klay Thompson
